019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.679733+00	2026-07-27 21:29:33.679733+00	AVAILABLE	\\xe9ca2c142e8e2b92f2ee122deaf3e71b5f3c9e47dea0ff7f352e0961be19ee2e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab88-757d-a38f-4f9c568200dd	2026-07-27 21:29:33.758322+00	2026-07-27 21:29:33.758322+00	AVAILABLE	\\xb62e6de58717be5c7624efc7f1352a3c55891dafbca9740ca652d060993ee5e9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1vzwchMho5LEg8Mdy0G7yC91Udww0+hjo5ABYioeoT4", "0000000000000000000000000000000000000000000000000000000000000002": "Avltxdv14E4Jomj4t49aSVCNCWFeDSwo5yKS67zButf6", "0000000000000000000000000000000000000000000000000000000000000003": "A8DkxPGWDom+AxwIctnM1sGnfm+w7GRD7ta2Yx5dMnJO"}	\\x03c378f0a697c24636672cb71985a52271d1e43def1321c3b2c92d3e7bd26d6a42	2	1
019fa57b-ab88-757d-a38f-4f9c568200de	2026-07-27 21:29:33.758322+00	2026-07-27 21:29:33.758322+00	AVAILABLE	\\x3b93b192c3917ad5947b29c405c4c423dd24bad9f40dbc95f39f9dfb476dc76d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AngwHQyMGa4bEq8ZpD6+HoTQz4fiGdS40MMQCNuNYsVT", "0000000000000000000000000000000000000000000000000000000000000002": "A590JKOZEPSmHeBThVTq1FbrNSrOtBYr3h0oeK0sowg0", "0000000000000000000000000000000000000000000000000000000000000003": "Awj2n7xhCIIPnPk+dCVQHlwZlu+UnY7HDr+9U4uYlqdu"}	\\x0396b6fd550e37e5755528f37ad082f5fe879423da616010688277af5fdccc9d18	2	1
019fa57b-ab88-757d-a38f-4f9c568200df	2026-07-27 21:29:33.758322+00	2026-07-27 21:29:33.758323+00	AVAILABLE	\\x71500bb35ee1d1b9f87b11facb858a8c2ac2c310c334a1744bd8047239a244f2	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AjeBAoOHr2/6RxQrQFHapdBowfPT0e4rwQpPGv6+xxOc", "0000000000000000000000000000000000000000000000000000000000000002": "AomzYNL1d7BBkcpv75G38RdT4aBKpQw2VRPipsW7cc4+", "0000000000000000000000000000000000000000000000000000000000000003": "A2yJgtx9Hw+E0Y6q3Rfg+dRVHpNtAv6bg6xYmtEHe8xb"}	\\x02dc6bc72354cfb96b3aca043148b55b9114d83241bf5c0da5b1b8e05cc38e793b	2	1
019fa57b-ab88-757d-a38f-4f9c568200e0	2026-07-27 21:29:33.758323+00	2026-07-27 21:29:33.758323+00	AVAILABLE	\\xd2c35b444f0c08fd0c3b216c022908f48a351a0aca0600817d432241dda15f0b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A9zvNpDDzlSlesU9KCPIJ04iJOtck8HKb3Sog5Veh07X", "0000000000000000000000000000000000000000000000000000000000000002": "A4mHUGyFcUwzSBU5jgwsIQZSaTiT7vBIPu9CM1GTs96Q", "0000000000000000000000000000000000000000000000000000000000000003": "Ay/8tNXwl+or8HrVGZ5LYrxLA8WG0kMY4rGg9hQj275q"}	\\x027e3e79fede46b6bc9de1705c58bfb7e85aed5846267a6da5570898fa61d44f9d	2	1
019fa57b-ab88-757d-a38f-4f9c568200e1	2026-07-27 21:29:33.758323+00	2026-07-27 21:29:33.758323+00	AVAILABLE	\\x3f28f6fa6f54810b5fd461024a3f8fe698fe65b5a98e8a1b0515892d04d36b12	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AqCN9pxa9tbvYAFGnnwWG4jO1UT5HGBD0jwgn+pqfrsP", "0000000000000000000000000000000000000000000000000000000000000002": "A6f3u8ik8MqTM+i6kZkhirnbKCiuejOwM2c4/kJ+k2BB", "0000000000000000000000000000000000000000000000000000000000000003": "Am+rzWVMmkMOAySpdy/23FmDlQ6R5ml+vgSUbRqGMkYr"}	\\x03869e6a3d93a328673cfc4d4d122de79f66d2c4dcf57975958b538fcc9543efc2	2	1
019fa57b-ab88-757d-a38f-4f9c568200e2	2026-07-27 21:29:33.758323+00	2026-07-27 21:29:33.758323+00	AVAILABLE	\\x2944126d708a1df0fce1dcc9f631e2b37090de2e6eeaa01ec0c6f0485705faf6	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+ysPouiD2H894ArRoHfFvupxSaCYQynmgFGRjMs25VO", "0000000000000000000000000000000000000000000000000000000000000002": "A32qtDtgB/fjpRTEVpq2/lPxyZv4lZBozQmrY8glr1tT", "0000000000000000000000000000000000000000000000000000000000000003": "AwwZO+zxIYA8zG68FnJvNSC9wbpslKIqxnjOdQCR88Lb"}	\\x024ac3309c8948998a55aafb944b6e8fa431f16d0db931e8d3ff233f69dbc6828a	2	1
019fa57b-ab88-757d-a38f-4f9c568200e3	2026-07-27 21:29:33.758323+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\xc1f770988e461b2968829ad652ee982e6b2682910bb877fe0a3d25364ff0ab99	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsC6PUD/Ph6QJ0MgSHncP2nQFSo1xDdhfRlf5pr9R/Kp", "0000000000000000000000000000000000000000000000000000000000000002": "AoOZHgHbeMeW+LxUEGHeOAOBdgZM4EKTIuz5iRiCGSgu", "0000000000000000000000000000000000000000000000000000000000000003": "Agmj9/Qbvq36gpW6TKBjGDz2ojHGg0Oo83SwfJ1JUWjb"}	\\x02a29d81418ecc2e28a4fa300ff07702a1f2319917d435a33209bb40f955e7ad1f	2	1
019fa57b-ab88-757d-a38f-4f9c568200e4	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\x1655333b20290be85c1028d92a98b30d69d5cc7319ac576f5d1ffffedb7c8ba1	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ai/8Cc8mhcH6VKuoBr7sLTWEQQ1gK23qV3eddlKUjKXL", "0000000000000000000000000000000000000000000000000000000000000002": "A43E8UyfA5VkoJMO6WXmpsJy+6a6OwJUd5sLtFCJOHiL", "0000000000000000000000000000000000000000000000000000000000000003": "A2w4uFbaWKL+n2uR1pbx3h98eTwre8lCpoO+/Vby86Vi"}	\\x02e0aa0afcb60b3d5dde5586a5a71e7f0f27181fc48c733ef15945454f51904712	2	1
019fa57b-ab88-757d-a38f-4f9c568200e5	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\x02c9853c16186341112117cd4658cd8a08e4f154066dbe7720b05aadd2311d78	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A4oLiI8QgPkypLu0E1P19wGz4gFG4fgK3GotcQ30AiqC", "0000000000000000000000000000000000000000000000000000000000000002": "A6RUHZp/6Y9Qf3r0W2vzV8YhSgfa9ptAPKMuBLld755s", "0000000000000000000000000000000000000000000000000000000000000003": "AkBRHS1ChYweaqq0zh7q1cQvVRqR92iRTvlYMt9R2Mka"}	\\x03c10818a3af554038abda0e0e562ab8b7d6f06171921bdc9c730cb742f1898a9c	2	1
019fa57b-ab88-757d-a38f-4f9c568200e6	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\x84acd4bd2bd80c431a23381e11b3086b294fbebca527e20e46c6091641e3fc7c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8E+ASREEyzec9AHAB8WVCvk2Ci4zTzMKe0fXA0oE/SM", "0000000000000000000000000000000000000000000000000000000000000002": "AioEo+ehYnR3myQvubuwIQzpp1u+zrbSgbxmU51wMrFL", "0000000000000000000000000000000000000000000000000000000000000003": "AqPowJoADkDVFO3+9ZQkpQA3hXVpYUL6lXzokoJITZiR"}	\\x03b9f12441ff8679576f37680e5b466f630974760312c0b8aa89a6923dc496706c	2	1
019fa57b-ab88-757d-a38f-4f9c568200e7	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\xa9255689ad16e31f5419e4ebbf8c3af328fe8ae06a7abb85c364dce12ffcf465	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3GibGMl7uLUoV5sUoxFJTMz5j8KB30ZGXspOyVjePV9", "0000000000000000000000000000000000000000000000000000000000000002": "AmB8GnWcn308EPcYdaY+rsX21elpeFxaMoAUyjp8GsF1", "0000000000000000000000000000000000000000000000000000000000000003": "AjichqaGyI18wSeqo6M0syp4ATWAN6bTE2O/GZvdDJFg"}	\\x0279d2fbb3edb8828ee06e902e63f482b35f3d016ab57e159965b9274a76a69ba0	2	1
019fa57b-ab88-757d-a38f-4f9c568200e8	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\x76c1bdcfe347c5fd204ca515a44a9f07350239321ec8229872a75a2f3068d18a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7cThNTEMzH0s0+obZl/LZ6bDu4no+9gJ+RMvHRSmRcU", "0000000000000000000000000000000000000000000000000000000000000002": "A3TVCatD41ocPfbsefOx+L2/OgUPDOH/qUoPtCE5WEjL", "0000000000000000000000000000000000000000000000000000000000000003": "AoPhnYZkp7HBn/SJFTvRe2komjDKz1Bb8L6GFsckcxsB"}	\\x0325f5fa1be6003043022dc22cd4cc09a32853a569acc32244706807e0a531a26f	2	1
019fa57b-ab88-757d-a38f-4f9c568200e9	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\x210c1f922a23d118dfe9c94bac31134dbe15ce86e744a4774762a52fa5d00724	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A4LMCl3P+4KQxdJy7A4/s22pD0ZI1i7r6KjXguv0E0FG", "0000000000000000000000000000000000000000000000000000000000000002": "A+tOL1sguhUTS/XqeZR43u1nIMaAeEaSO8Jd382RDaED", "0000000000000000000000000000000000000000000000000000000000000003": "Ax+Trq3wUpCn0ZKp8HN26aOWakamJyIvM/wiUELAfvoa"}	\\x03ad085024b00501f1fcc85d077b635e2922c264f527fea28051858b9b3c364dd4	2	1
019fa57b-ab88-757d-a38f-4f9c568200ea	2026-07-27 21:29:33.758324+00	2026-07-27 21:29:33.758324+00	AVAILABLE	\\x9adee61cb6abb946da5e45de8ef1d63d259fb4fc40855a84078c5f1737213fb2	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnAq8wjBdAiqPFtx4O3FHtLj5OReX8dg1TUbNeujGp+/", "0000000000000000000000000000000000000000000000000000000000000002": "Asr+tW6f23YiK9EKHs784LkKHwAKDXX6lR03+zjpJFHg", "0000000000000000000000000000000000000000000000000000000000000003": "AoZIwRXLjkdLJq8VZIAt3/5kHkB6PjkEQLObnxHu4jHT"}	\\x021cd1fd8159532471ce9d727501a09457a4973110e3c4770dabeb1fab34b363d9	2	1
019fa57b-ab88-757d-a38f-4f9c568200eb	2026-07-27 21:29:33.758325+00	2026-07-27 21:29:33.758325+00	AVAILABLE	\\x23b081edaaa59eec66368118acd05099afd3111bf20419bbcf27a7dfe0023442	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+glYTOazozAKeqMBcItLH7qFvq98V0MZxhnoiFq1rGw", "0000000000000000000000000000000000000000000000000000000000000002": "AsiwseaYEhObGsYKdOqvPKngcGEnnKLIK4cixG7PdJxw", "0000000000000000000000000000000000000000000000000000000000000003": "A/aZsiFPoFnRZwUQHvtxAgM2Gn3GIvfS9IXhTHzxR4GU"}	\\x02e46fde513b9cc4883ed154a9db7fa403b6af4327622b1cc38623c25f49f8d024	2	1
019fa57b-ab88-757d-a38f-4f9c568200ec	2026-07-27 21:29:33.758325+00	2026-07-27 21:29:33.758325+00	AVAILABLE	\\x90a411c2dcb888081f8e1c7459412ac7e5222b9ccd43ad302d759b3618a848af	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A5gTHaSxJ3aH8Ol2XTxr55bDPSRHIKNpicvQLm2BuEQH", "0000000000000000000000000000000000000000000000000000000000000002": "Axa6/l+aCLcRQaVFbv7x2SJoS7qt+67NcpiqxpwfldkN", "0000000000000000000000000000000000000000000000000000000000000003": "AxuAgwELr6Bu4x6o52Bw+lciy5ockyx5TDvmRSENtpbD"}	\\x0298c6585c048975a4227030529da14f196690cb3472ea1099baec6d6ff479bb22	2	1
019fa57b-ab88-757d-a38f-4f9c568200ed	2026-07-27 21:29:33.758325+00	2026-07-27 21:29:33.758325+00	AVAILABLE	\\x670159cfcfd54035cd07de5ffb1796e73c4e55326f1babffec5b67c056d7d16e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Axh/I0oklPUjUz5rF7VhE91Z+0GZBRdtV9C6RoDD2Kum", "0000000000000000000000000000000000000000000000000000000000000002": "AtBqgWnjDDwniPcBddR4noC/kXdYcILX3TZQiV7oVQoU", "0000000000000000000000000000000000000000000000000000000000000003": "Ajh+PZ/h1uGY7rmEF+BnQ1JINz4drVYtRgVyKcde6GNN"}	\\x02ce8e0b55ede2493e0d3f6ffe00c346c9c4cc6876c6418b6d1e7feb1ef7cfda42	2	1
019fa57b-ab88-757d-a38f-4f9c568200ee	2026-07-27 21:29:33.758325+00	2026-07-27 21:29:33.758325+00	AVAILABLE	\\x1476ffc7b25b60d8ea3f978cee768ad24ee6d31a98ddb74d52c027f3b0d57db0	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aw6nM3VWdtPPzlofoKD5ELnUqDGXJzl1DiKGpyX9G7HQ", "0000000000000000000000000000000000000000000000000000000000000002": "A/Hd0qIuGTOBc/HcDYrtkklRlF2ifeDjI7uRh1PJ4CwX", "0000000000000000000000000000000000000000000000000000000000000003": "AqTz6TeLxZ/7pl73XvycryB/3eOlp/N0VYn7G4ZNbHnT"}	\\x029641d490f293db6ca34cc39b72838551d5a12a6cc6fb5054ab15bf587b1d0d71	2	1
019fa57b-ab88-757d-a38f-4f9c568200ef	2026-07-27 21:29:33.758325+00	2026-07-27 21:29:33.758325+00	AVAILABLE	\\x768e95271ef90c5fa36e0e73d42c67eb983716a7d278f1cc5a62f0589e132cef	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnuOuXyPNKNwh8IDSVE5QJAe7VlngrO24mIt05VGgqGr", "0000000000000000000000000000000000000000000000000000000000000002": "Az5iRrKhIvtYlOERaGTCbWEMxtrnma29gfZuG4/k5/PL", "0000000000000000000000000000000000000000000000000000000000000003": "AtoqTRdkc9xseQdr8vNqZW2nt1SI1wrdc8cxvCOjKL+M"}	\\x03a7271bf0f4962fb53e5e372ebae2812508eadba3aa51676d8873838c92c28c85	2	1
019fa57b-ab88-757d-a38f-4f9c568200f0	2026-07-27 21:29:33.758325+00	2026-07-27 21:29:33.758326+00	AVAILABLE	\\x2967df46de3b9c468cb8297243235511c6e7664e21a7fd341316a436e41c5104	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Arx9UgJPVp0LmXa2+zUpBmr82KVHbIqydFLKftWClk79", "0000000000000000000000000000000000000000000000000000000000000002": "AhWRm7FxtP9U8Cvb9F3hJsUVx88dRrLQiGX/FVAGeIAK", "0000000000000000000000000000000000000000000000000000000000000003": "AuuVwgHW1581Fh6uRXYhvW6GCKEwp4Z3CJvRV5u0hSDn"}	\\x02971a314158c3ded5615063b70dd7a8138d8ce71e23556f56ae3f8db5e8e7f663	2	1
019fa57b-ab88-757d-a38f-4f9c568200f1	2026-07-27 21:29:33.758326+00	2026-07-27 21:29:33.758326+00	AVAILABLE	\\x97c9aade0ddcf00b17f791bce014bb9cab6acda14cc53994a3203bce701966fd	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+CUic3omuL1gTocFdkkfJA1JOi39KBTMarhHteJJS7q", "0000000000000000000000000000000000000000000000000000000000000002": "AukFrQOFyFLnXzDQXev9jQPl8JMLI/w6iuCoUb6Jj1YO", "0000000000000000000000000000000000000000000000000000000000000003": "AowEj2jDxJkHQ7Rft5v/IlT/vwm1YupxkqztCbzPwxaN"}	\\x03daeeb9e2596cd543d6c16841611eaff65ca6432d1d1c952b694a7656cc466990	2	1
019fa57b-ab88-757d-a38f-4f9c568200f2	2026-07-27 21:29:33.758326+00	2026-07-27 21:29:33.758326+00	AVAILABLE	\\x62ee062fb86e898ea995321be9573aded202fbb243beda8644cd5ce61dacff61	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+fxy2X7VY8z8osjWEZMQay265+jdLrnYqXXnPKb7Bqj", "0000000000000000000000000000000000000000000000000000000000000002": "A/R+lpSFW54TqoovRKg29ejbX2TAAZLQaTX+yvsg8XdU", "0000000000000000000000000000000000000000000000000000000000000003": "Aj1Rg4Em8IluEmav7M1YnVrucYNirGrnuFi9J1oFlV17"}	\\x02df9f7ff7cbab9df5149b8878811cd0b0c5e19b31975aa86d1ecfdd4f1e38c8bf	2	1
019fa57b-ab88-757d-a38f-4f9c568200f3	2026-07-27 21:29:33.758326+00	2026-07-27 21:29:33.758326+00	AVAILABLE	\\x884d4e2cd3d120444537f4364cab4b8ff6e847a0f5c5fb65a91a59a5ef1de1db	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AjMWysq0at/mjCuK/vzWmO4K769zTX80dmBjMSbnxB72", "0000000000000000000000000000000000000000000000000000000000000002": "A6FwAQvdgF+w3ODN4jIuFE9K3iAVm/uSd+ahlCtrARgc", "0000000000000000000000000000000000000000000000000000000000000003": "Ax5LnD/9ydqpSNjOoWON5NGbiyFLuu2J8+d+EsmjQqds"}	\\x03ef2af1b764d9ae8849d2a10af3dc2f3b55831cf0144e153c534de56387d633c8	2	1
019fa57b-ab88-757d-a38f-4f9c568200f4	2026-07-27 21:29:33.758326+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\x83ddc709d9d0bfe988438e8c0b57df24cac68a2b22a0603e9d798f9004bf3bd3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApaY4VQY2TO1E4/KVaJ+vn/ty+ELiuCyXbKhoJq9odnH", "0000000000000000000000000000000000000000000000000000000000000002": "Asj9sfnXMlbTgqsNv4FQ6wrnH0KNJPtyE6f/qIm0HOfm", "0000000000000000000000000000000000000000000000000000000000000003": "AjUTlILkRTIjoRNNIk/3fHtoUCcg5VnigsmIKSxEpkGk"}	\\x03887f2776c35672e63d7cc2c2e5a158eb33f59b7cb71477a9f8f61521c124d913	2	1
019fa57b-ab88-757d-a38f-4f9c568200f5	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\x721a3e862e59ed12dcc364f4181190f408ba1c57d884e0b2e44e21801f8e268e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoCBmNXA7VpcGTSuD0LvHeoG98EfKVJIGAA/FmrWUstL", "0000000000000000000000000000000000000000000000000000000000000002": "Azp/QvhKO570slT6xPGn2AYP89fe4B4YdbcopG1SWhjb", "0000000000000000000000000000000000000000000000000000000000000003": "AsoFSFK7QI3X11nqlwzJe0VIvJgTB8qEbgZG6aAvDmdn"}	\\x03b17c3930996af5e09293809b50055f450f812cc58b1446ff56eb86ec9e4b5cf6	2	1
019fa57b-ab88-757d-a38f-4f9c568200f6	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\xc340bdaa9be47e934c79caf46061bb08231b74d1293578c8f6ec5aa27a666095	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7WdcTTk+s4jKQkpeE6c5z1my7iQEDVoh6lc2ej+q++1", "0000000000000000000000000000000000000000000000000000000000000002": "Ay5eY+5M08bhShOHVpA7xZ1rVqStq8O6XXL+vrOAaAsF", "0000000000000000000000000000000000000000000000000000000000000003": "AtmofFeQr4hXi/nmuU5EIwMNcuM2/G/GDzsu6Aob9MeH"}	\\x029ba72152b9db34a2182184d5172dc14e5a614eb28f4a15d31b361b9cadc90d84	2	1
019fa57b-ab88-757d-a38f-4f9c568200f7	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\x31925127b1679b522d784a0b72361a2a1ee0d15b313d2e01dadab89ad366f437	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0p/uUFJnjqf4KFzOJcFGRbj5/11YN1MuiW0or0Ki1eo", "0000000000000000000000000000000000000000000000000000000000000002": "AlYwqUglctOau+1lrO01JlHgfsLrO257ThAM0qzDShVq", "0000000000000000000000000000000000000000000000000000000000000003": "A6t/h1K3dXPZcOBGYvo9He9qUmglj6StX8Dnjjlk2EXx"}	\\x03c7c5dd00679f03db1d6529127d0c972d3bc48ef2e8ad89f5196b46178dba61c7	2	1
019fa57b-ab88-757d-a38f-4f9c568200f8	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\x34602c9284e86f657b803ba8c7f00f6243495be28add0372eba3c84568622b60	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AlWn662KQM51FnSkF9SmbF4bAxhGXv6gAF5Zjqfdxm+q", "0000000000000000000000000000000000000000000000000000000000000002": "AhlqM3nzkMId5l09aExa2Y1tnY7PvCr+tccmnEhzaNMt", "0000000000000000000000000000000000000000000000000000000000000003": "AwJtqJTFC5VxRtzaFvIiPnWyZXSJquqMjG/cs5VOmVNW"}	\\x033deae5905d4a859174f5780332358e195bc23961b9b99d5c1215444621abe246	2	1
019fa57b-ab88-757d-a38f-4f9c568200f9	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\x34a8e024db492999edd35c6f23ae33ec596652c83210e94a05f472ab132d22a5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsuxhjzHku3+SZiQYUkmTZ3SCYvym7j2pdoBbmROHtHj", "0000000000000000000000000000000000000000000000000000000000000002": "AtJ2dc5zsAIptsBgxISoZl6xSUaEIRS1nwmzMuBl1vEU", "0000000000000000000000000000000000000000000000000000000000000003": "A1NCv/vk6PT0m9EEO/imMq/XzqohEr7i4Rqvh7lWqXTa"}	\\x0202ed935d0d6dc723354bfecd0fc9e44cacff66e0f53cc8cdc21cadc6c62f992b	2	1
019fa57b-ab88-757d-a38f-4f9c568200fa	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\x0b364ef84ab752359f0ac7916feb99d0107e0a63f13893101798281c8dd69039	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Av+thLyKAjD5Vgdeq2lZOOCJbV48MJglNLxRUcC9CFWB", "0000000000000000000000000000000000000000000000000000000000000002": "Ao5LQvCnoJKw9uXm7tA7l6hKZWE6Rtl5LP+ASvxtMd9d", "0000000000000000000000000000000000000000000000000000000000000003": "AgFGhi7bGrPGIcPAvflHpysPvBFf3hyUljaPtB2y++9N"}	\\x02a707f7f2175a918020ed167c794fb70fce12286ad07e409aedc4b70254202e9e	2	1
019fa57b-ab88-757d-a38f-4f9c568200fb	2026-07-27 21:29:33.758327+00	2026-07-27 21:29:33.758327+00	AVAILABLE	\\xd41294b8f45797f1cd76592ae802fb8c2d0d2887c65f8e653574ec1f1ce66807	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AopiuQA58rDlS5d349zSHtBZcmK/3B7tJ0OEtz4tmykv", "0000000000000000000000000000000000000000000000000000000000000002": "A4BTUWV7C1D19WgFvmPYmXpJDRRm7Eqdpx1EDTrGcc5W", "0000000000000000000000000000000000000000000000000000000000000003": "AhDUjosL+z6btpyfLzrzZqZ8HBfVJ9F9QZtOV0ecQQk3"}	\\x03cf7601d163de914741cd0ec3573d262bb5e0a048e1082e1bb3b622f18b356d5c	2	1
019fa57b-ab88-757d-a38f-4f9c568200fc	2026-07-27 21:29:33.758328+00	2026-07-27 21:29:33.758328+00	AVAILABLE	\\xd09232c9a10a2c8e837ef9984e3b0a31276109b732a6aaca7d7fcb940b478e64	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Avoa1u2E8kXqCtNXkQv5OFNTASbri4l/yQNiF+lVVASq", "0000000000000000000000000000000000000000000000000000000000000002": "AwT8yPnjvOSpFcqIi3/ODonFG6e5CBwVNCqjx/e3C72n", "0000000000000000000000000000000000000000000000000000000000000003": "AnVzIOEu9n/IGygmIrOlZPi1HOKD9n6VnzvqG2cV0R5H"}	\\x030c29b706702d75bb23cc44d99507bb47170c53e18d3a6b75baee33279582a921	2	1
019fa57b-ab88-757d-a38f-4f9c568200fd	2026-07-27 21:29:33.758328+00	2026-07-27 21:29:33.758328+00	AVAILABLE	\\xf94f0acb2b0ef3d7c5ddf9bf6ca08e73e1819f03df348092ed02aef1e4ed3121	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnF2K3uApiAgBqiA34XpFd+xDxgc7YISHSwIgQevY2Mc", "0000000000000000000000000000000000000000000000000000000000000002": "A5Zuc5VM9FwS5FR8uLgsaoJals9JasChu1DXXtSSYBbo", "0000000000000000000000000000000000000000000000000000000000000003": "A0dYzUOCQz7SPXREol7tgl6zYcZbTmASChUnXV61oAfw"}	\\x02335a04bd42557762eb248b3fd124ebf758c8ba2331c0d3b881ec33ede9278144	2	1
019fa57b-ab88-757d-a38f-4f9c568200fe	2026-07-27 21:29:33.758328+00	2026-07-27 21:29:33.758328+00	AVAILABLE	\\xc349be46c1950872b94346bc12f0b398120322e5d0144707ec729092b5c94bd4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ap3jMcBgjm526DgWQjTEfHJcmzTkkPLoS5etqr3xk4aY", "0000000000000000000000000000000000000000000000000000000000000002": "Aomb3L//gbn3eS9sl+adQoSpzCVUaqYmx8yr96XDJd8l", "0000000000000000000000000000000000000000000000000000000000000003": "AvkeiUi+SU9uzeDBTJiu6s18N4waGOcPA0fetJBZGwJO"}	\\x02fd268d8cbcc448d111737d24f7e69ebeecd3a32110a6f758f2c460675054d524	2	1
019fa57b-ab88-757d-a38f-4f9c568200ff	2026-07-27 21:29:33.758328+00	2026-07-27 21:29:33.758328+00	AVAILABLE	\\xafca008e8a54dac1a5f810fbe857b7e7fa9e9cbbd9d888d622edd1ee62cfdc4e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ak0K/ktQXxxCI7LBc+AEas4AovUhiNA2COJLGUjR9I7q", "0000000000000000000000000000000000000000000000000000000000000002": "AoOfVVOSLs2LD8VaEE3PXjzEzoFg3MFaLO+xlVh7syJh", "0000000000000000000000000000000000000000000000000000000000000003": "A7u+rdAkwQcd/hH3yDv/gcsKPqEf81DIEaFkDOJ6E7dF"}	\\x026641b13d963fce95cb644a6dd89bd425788d3a8d055a5469d2d8492ba02c4a89	2	1
019fa57b-ab88-757d-a38f-4f9c56820100	2026-07-27 21:29:33.758328+00	2026-07-27 21:29:33.758328+00	AVAILABLE	\\x30cdf30680c71997d110f22484fe4a42f0ab19857779634f2b20e7881163e82d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApFbCSKxZ6XgmgCXJ8vcLCcDmWKUDoF/Jm5BLsWiW4Da", "0000000000000000000000000000000000000000000000000000000000000002": "A5u34AQVbsXee7PVpf2+xwLmyyCHnLDcNLYNiiswedfI", "0000000000000000000000000000000000000000000000000000000000000003": "A4QNmXmsdMXzbc1xuUHRc8n3DAIXvR5B83i67OSFIWwT"}	\\x02e0f633c54fe48457ecc7c06784155747cfdab99c32e6ba7bde377ba5b6ebdfcb	2	1
