019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.677493+00	2026-07-27 21:29:33.677493+00	AVAILABLE	\\xb9bf12791bd72b1ee71dabf9cd33582dfecbb20f6936a7d28cf487082765bc32	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab88-757d-a38f-4f9c5682009c	2026-07-27 21:29:33.754263+00	2026-07-27 21:29:33.754263+00	AVAILABLE	\\x64554ef22d4d5dbb31e299569cfca70d2d0d8638dca72f48737f8e55c4576eee	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoCzj/HfVNTz0UWJmFUwP8vhtlxIja+TNI1zwXSpFwRo", "0000000000000000000000000000000000000000000000000000000000000002": "A3RGSXUQYhCLyUUyLwnVQH3LGk3NGybAZaTSctyI7r9U", "0000000000000000000000000000000000000000000000000000000000000003": "AmuvY673dWVuwcIE0P7iuEHofPIBpOJwrGH5HoBg6Pin"}	\\x0297e2132dcabf58c4be167b28bdc3e2673ed44f0e79345b4924cc616289a3eb16	2	1
019fa57b-ab88-757d-a38f-4f9c5682009d	2026-07-27 21:29:33.754263+00	2026-07-27 21:29:33.754263+00	AVAILABLE	\\x664a1742d7764c01a9d0366309735fb1f8f07a1d34af6bb5276596a94f8a85aa	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2tM3Sf5D9cjrH5LgKR+qHzY2pff2g/4Z5o6ZqN/Lozy", "0000000000000000000000000000000000000000000000000000000000000002": "A3p0ALjCldqOA7wkNSkj202EXoZveh3DmMXM7+6jypeL", "0000000000000000000000000000000000000000000000000000000000000003": "AjGcuehOqnsrA/F7gzodcBJYFmuN83waeAWwmCBGsZyT"}	\\x025d2aa64c49d4efc4944669b05a5681890bff4b3221d7b2a315a35e6efd1cc86a	2	1
019fa57b-ab88-757d-a38f-4f9c5682009e	2026-07-27 21:29:33.754263+00	2026-07-27 21:29:33.754263+00	AVAILABLE	\\xc672b9e0ad1394286e993b388c06fab3e0058eea5534dfe1ae7a183120be96e5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AjHrAGAjBT53gfP+y0qbSRNXZa5Nb7YD5PIKig+GGVTe", "0000000000000000000000000000000000000000000000000000000000000002": "A5GldErGIfZcaLa6VYZI7vNRMTWQT4a/BFHevVb5g0Rh", "0000000000000000000000000000000000000000000000000000000000000003": "A3S9Qxlaxx6CAU7Tr1A5isEtLMwTfoJdutXnHZ/F9i3l"}	\\x0238d5354d47d2e444665c4ee474c30c67fc1fa94f69eefd7945746199c4e58686	2	1
019fa57b-ab88-757d-a38f-4f9c5682009f	2026-07-27 21:29:33.754263+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\x041f2f6547dbd5b22fc653b0a0a1c2ca3821417ae324df3a98143dc15b30b728	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgVjpmHN7Koj5q3JatqKsOVL7nNksmKG1/wL7cS1Vxzm", "0000000000000000000000000000000000000000000000000000000000000002": "AlcUJFx+kLi4E9a27II2Wvy9hc/GW/gJLWhdhvmUci3l", "0000000000000000000000000000000000000000000000000000000000000003": "AtcZUznjhnKsDO5Gg0/NvqjsJMNCykk1I9dPZlIoJWAH"}	\\x024caf12369d8bf624c6f3630f116a76d30118bf9ff66ebcf28bebe5dab995ae5d	2	1
019fa57b-ab88-757d-a38f-4f9c568200a0	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\x4f8c7d5d0a0c3d2a04ae1e0ee74014177d965a7df8fd7154f0aecac28307ff56	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Al4aVsmKEzYfgQ3nYOEn8EqriVqgpUeN7RyM9iyP88K9", "0000000000000000000000000000000000000000000000000000000000000002": "A6Exuro9Xd6KVWGT7HRqA2/Z+xCDrTZmsNIXzSRH8OZd", "0000000000000000000000000000000000000000000000000000000000000003": "Aq1XesdsMMhR2PjTbTc9b4J+nDRbOM6CGj8RV2b1LQCx"}	\\x02bca2caf2d6005ddf6c62ffaaf1106df5469df5987a3e7374b0d1fcabdf73885b	2	1
019fa57b-ab88-757d-a38f-4f9c568200a1	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\x54780de3c84bd4372096afdef763fd1acf0872a5aabdec0b05ea9807c6d44fdb	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoPBV/wvLQl3Nj24lQbX3r2FCigWjzznaFmRG402yhcW", "0000000000000000000000000000000000000000000000000000000000000002": "AzcFi2XyTGn4ltNh/o+iOFI8Jz7jgalW+jlufz7o7Dtn", "0000000000000000000000000000000000000000000000000000000000000003": "Au2vgDp1dA8Ctgd0Sf17nVkUrZAA/DuuhFPv9E/JBKYk"}	\\x034183550d3dd42575a47ede79e3f45da029337337a92cf95ac3f3d8af6a951fb2	2	1
019fa57b-ab88-757d-a38f-4f9c568200a2	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\xff5a4e6e26790d610957ba8408ecd8e1947d9f265c345c34b603f4efd807ff6b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsKRzMFxU7zdnL463NP3AEiQsnZayU1J/XBpVFf7G2y4", "0000000000000000000000000000000000000000000000000000000000000002": "AxjaqTouLi1Vb7yut7ipyNfRU/1yWbBau9pEpfzn4Tno", "0000000000000000000000000000000000000000000000000000000000000003": "A3GUfLW3lkYv754ehzyE/NSjwjT2khE7hvHPqjiIZRI6"}	\\x03057544639f33e9a76f5dd9ea12c21a57aceba7b8e51d32543b2dcc41e63d2aad	2	1
019fa57b-ab88-757d-a38f-4f9c568200a3	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\x5fef742cce49b21a67046c282bc17e2705f1c4b1878abf539c8928a016007671	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgdrHLMd1uZURLqkFgntdN63rXh0egX4HzP1hw69E95e", "0000000000000000000000000000000000000000000000000000000000000002": "ArEMd8hEyplYzKRdLyXWZP3iytant6Bivxks2Ku4rolr", "0000000000000000000000000000000000000000000000000000000000000003": "A5N1yvENtSk8D7TwhgPdTq77hBA26eTbsMpewfXcL3AW"}	\\x027cdff0ec65b53db870ad0d065ee3e4ca0cdaa21aad5a3a9a4c1578fff917c78d	2	1
019fa57b-ab88-757d-a38f-4f9c568200a4	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\xf0b49dcf879d4b68b18f78701e40fd56849cdd53a8ff357d1629a0d4faa0287e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A6HkisBNSWJg41ab6f/gL4DtcwFTV7P6Uesr4xRmQn3u", "0000000000000000000000000000000000000000000000000000000000000002": "A7hmcKbdSw2LcVXrozqnzo6Q6U2LzXFfjJh4qdJUl4Tj", "0000000000000000000000000000000000000000000000000000000000000003": "Ag/QNSVHqnHUwacSoMZQ0tjxSjYqueqH9kmhimV0oFQR"}	\\x027b493e87122d1bcb4e7ef7c654ba0aa83af5ae6c4fdcb9f4062afb663f5706d1	2	1
019fa57b-ab88-757d-a38f-4f9c568200a5	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754264+00	AVAILABLE	\\x30d74b37f6e2497ad3ee0c7e6352198351dff730d4ada14d498092073f3fafd1	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Apb/BVodXa27sAYn3usg04ofXAlfiBSGl/rWgaykVPGk", "0000000000000000000000000000000000000000000000000000000000000002": "A3fqVDktewWjuuMDMGlWHQpeDaP5JwWpIuaGHmsoa/a2", "0000000000000000000000000000000000000000000000000000000000000003": "A67aCpwDXP0UvHOt0tOLb7rU/xbdW4xdyMC0p1YyJ1XC"}	\\x02e5ef0dc86f70d8395906970c757786ad3d329810bf01cee5799337d3d0f84c8d	2	1
019fa57b-ab88-757d-a38f-4f9c568200a6	2026-07-27 21:29:33.754264+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\x51b7c5d8d4b774c076cde1187185af22a8b8b709bf1ce3dabe92763d5ccfeed3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkLpvFyEFjibFS9wtOQsLg3moXejH23HIdkoMShAk8eC", "0000000000000000000000000000000000000000000000000000000000000002": "A9cQhaunlN6aVStmwYPVTTIrhM2Rs+N5SMg4QOn6SIWN", "0000000000000000000000000000000000000000000000000000000000000003": "Aw1whSNSbe6/yVuNAvM9RlYC1SGEueWubcmBLlT432XS"}	\\x039c0dc31a5bf454d7faccf16ac2fb8b858c37bf0821562b3c737368313121d369	2	1
019fa57b-ab88-757d-a38f-4f9c568200a7	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\xa0537fe2224accd5c3e1d3b0ebaccf58ffbe73f0d2dee2e407112184a756bfe5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AlYdWLJD8J2vm6AbO6b9PssTARvB9oVzmUoDbGUW+UZj", "0000000000000000000000000000000000000000000000000000000000000002": "A18hWf24ue3r+d+et7VV50RKZPVneHf6MTluwnZqMJGF", "0000000000000000000000000000000000000000000000000000000000000003": "A3CpAeVK/esYH99hotnjuFbm2L0r7My2XDkGINJ9o5k/"}	\\x0353b705305c972184d350c5149b2192d4e8b7949b5b6545578626c526cf40c9e8	2	1
019fa57b-ab88-757d-a38f-4f9c568200a8	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\x42fe0592f3dc2225dfa9a1590bdf299a9765a2662ae13ed0df79e45a286ff028	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A6rM7CnlY4DGXIpQ9iG4bF9RXbm/qKtF4x/WzlF3oqka", "0000000000000000000000000000000000000000000000000000000000000002": "AvwFJVcV54X8+Wx6rcOsbxQ0G5+q17CYX4d4tccLTxfS", "0000000000000000000000000000000000000000000000000000000000000003": "AiEzRysrfbUvMIAZmJhvB2kYtqbr87KLdxhgJ/6Qv9bD"}	\\x03dfb2b08b32ef99f17df955feeaacb1368fdf5b998e475adcb839f85493610f61	2	1
019fa57b-ab88-757d-a38f-4f9c568200a9	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\x08637780d4af2bb585f3f1901ec5b8d07f1ad78934b9ab1c1c7bb4ae15f697e8	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Amnnpi2chds4EWwKykJWDtc/d6LdMnGKY+Ce6gf3Mses", "0000000000000000000000000000000000000000000000000000000000000002": "A90RlZt57P6j3zAMUv6cBK4LlhZQwti0VEmb1CpwhjLr", "0000000000000000000000000000000000000000000000000000000000000003": "AtUOC22saxndKdTvOTs3IDOdJ8zC9kmen1jNBmLoPctb"}	\\x0204e3e1020f84a5941cded6bebec6ba2745da635ecf7312bc8d185940e697eec5	2	1
019fa57b-ab88-757d-a38f-4f9c568200aa	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\xc525ee2f56b639156367578ec728e63ddb522c5eb5f5a8235de40651601a081e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnUF9pMLMGfeiGlEKpg7Mg12c5mlX5r7wvHmxR7wRyan", "0000000000000000000000000000000000000000000000000000000000000002": "A+K/hJgbLU2jxfzjxMmaVXTwzEyl6TQEXT+NairBdOPf", "0000000000000000000000000000000000000000000000000000000000000003": "ApfdM3ixxJSnAB8VjDDIvolvbO4ECTsH0AJS6vYccBfE"}	\\x0313f44ad6c1a22dd865e034e50e6ef648b03efba85d7e28c8086bd6a101cddf15	2	1
019fa57b-ab88-757d-a38f-4f9c568200ab	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\xeda568f1bba1c99451ee3313dae8a34c1384ed1447b6073375f9322c03931c9c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ap04/99ZmVR1IeKQYRnC/JMW8ge+VUHvivGLjz+LC3fV", "0000000000000000000000000000000000000000000000000000000000000002": "A8rZzYuTyBCJjk5x3/ZvPVb/3m+hTSVZS1lOvitUYioC", "0000000000000000000000000000000000000000000000000000000000000003": "A84vVT7sNG/2e1KbrVKAOzaCALDZ9higa3FjzGfWKTdK"}	\\x0397fe3706c614629888320fd690c1f7b0b8ae721cb73578e7a18734479c65d5b2	2	1
019fa57b-ab88-757d-a38f-4f9c568200ac	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\x7a9ddacb572334c4dc3e5dcaacd8e50f5c842902ab384397e9a735fe68b1b181	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApPLrcH/bPiO5VLztRcizuVp/Ey0fgUdNd1rChgVb8Ne", "0000000000000000000000000000000000000000000000000000000000000002": "AjSbCIRzxwe357gvnDuw1V4IC7lPJZtES83+hUB5iwCk", "0000000000000000000000000000000000000000000000000000000000000003": "Ai0jK7HOPo8mXFWueN0DhdTJeTE02H962Ad6xS3g81UB"}	\\x03e6635dfc5ae4b52cb109853db7c788748df8090b8b1546465b135e52005a8b41	2	1
019fa57b-ab88-757d-a38f-4f9c568200ad	2026-07-27 21:29:33.754265+00	2026-07-27 21:29:33.754265+00	AVAILABLE	\\xdd4e89d6585e05999fdbb57b5bf0d43d50d43cb49d4459bb6a57c0a28ee173d4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AyjXZ5fxnSdI9Rfqmaibyo04dJsIDvZiXRrhCYtrXz9+", "0000000000000000000000000000000000000000000000000000000000000002": "A8Oa8CBcfEZjLCtiaIV1h4Cml0zc7SEoGFHbddxfeVpm", "0000000000000000000000000000000000000000000000000000000000000003": "ArMvJP+TSBgE9x52mQqxyaTtl/dy+lkrM5hnjP9Yl9d2"}	\\x0359b6b0b3d63e883e88416e31543057974c23401dd7bd8025a31bc41ddd4c3d53	2	1
019fa57b-ab88-757d-a38f-4f9c568200ae	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\xf12d1520793a6bb05da08caec6165bd3ebb53de0ec931a01f376882667a2d350	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AmU6bN+iiKFY62ory/xADEnG+AsImP4Ilc585ExCfcVo", "0000000000000000000000000000000000000000000000000000000000000002": "AtATq09ZbR1hyPWiB05/uGB3Mafr2rMSHRQSQuZWY4gj", "0000000000000000000000000000000000000000000000000000000000000003": "A2puoZJcindpSpZW23OqjSDbDTi14t+LAlXi1NTehqOW"}	\\x03004726806023c32add1dd4a8a8a83d584e25fa0782fba9c6a3b3e5931d171bad	2	1
019fa57b-ab88-757d-a38f-4f9c568200af	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\xfcb1675e74deac5f6ad1e35dbeb7fe29016fbc10528f002964997d6ea2236cd5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1f2nr86OElLoXe/gmQ1DWtPPO4p8zJze7IbyBsXLWdF", "0000000000000000000000000000000000000000000000000000000000000002": "AtYtsp8J/+Z1npXFpZbBCupKmtptO7VtNVRVxvzNliB7", "0000000000000000000000000000000000000000000000000000000000000003": "A33Ou0ICzR9z78RjrFmSlB51hm/Ofczm6EO4951Eq2II"}	\\x02e6805a6516ccac2573ebac4919fa383bab9ebc4e561039c0e897d7eb32d46623	2	1
019fa57b-ab88-757d-a38f-4f9c568200b0	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\x469391a3cb2037f3acccc479783efc9c7a885028f217b450f3cb1f9ec8b86683	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AppIGTIjJ70/iX3cwjJZb3tP33ZXfjQQecbZiMIUBctm", "0000000000000000000000000000000000000000000000000000000000000002": "A0iSdCuAauJjRZV158Shd0xQ5wTaofKXV7dD9pHPAPrD", "0000000000000000000000000000000000000000000000000000000000000003": "A1wquPpPPL2cY4h6jvA+x7+BWxPiS5DJtotqs/fg+MPg"}	\\x02e6628053d6692bb9dc8ceab548d345cb32ed68f699d48b6150a7233ac54117b4	2	1
019fa57b-ab88-757d-a38f-4f9c568200b1	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\x4bb7ebc281cf7449106bd391df8e2f46892132fc3d8afe69581ae6a9c64ebbe8	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8T/9bCZVOLcIIBnvbWbb314mf9z4wh2drZyfGWftyYJ", "0000000000000000000000000000000000000000000000000000000000000002": "AhnDPXQ7NZ+QSC9pWyfIgcZW8M2p4wr5n/CB3iwY0oMa", "0000000000000000000000000000000000000000000000000000000000000003": "A+n1xQD5lCztlRRRNrSmE3oDXY7/GVtKK0ykxINWwKE+"}	\\x0295d2c8cf015c64bf5f9c231a884541350efa1dc65a3f85dc42dfb03fa22e5493	2	1
019fa57b-ab88-757d-a38f-4f9c568200b2	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\x06aa2499f7e743898897db999d109f8eefb4488817f11acba38df45bea59a281	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1+mtwkphI5JD1NQ9C9NFGcOaSPaM3P28nYGSnSW10wS", "0000000000000000000000000000000000000000000000000000000000000002": "AqU9tghBpv7M/SqrrujlPkNMQ08HinFra2Qj0af7A+Kj", "0000000000000000000000000000000000000000000000000000000000000003": "A/71yLn/ENkCsfJx+UwfyE4+dXNS2Lq94M05a5s0qxxp"}	\\x02bd37b98bcc9d96fa07987a3c1da2c581eadcd8ce4d1ea27e6239183a054e76fb	2	1
019fa57b-ab88-757d-a38f-4f9c568200b3	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\x11c17c84db4a3a93f63ae6348b8d5320dd79bd7784787684ef0a81c17f5f450f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoTeSHrKgTLBhHDZF16nKlk9KJJhN1S2J/LqEOU5a6gH", "0000000000000000000000000000000000000000000000000000000000000002": "AtIbeQUG5yBkihbjwarl0OJsA+UFMbhyOySb5EqEVKUm", "0000000000000000000000000000000000000000000000000000000000000003": "A9PqNme68C1az2eGgTgqLy0CRgG4dRF/CwsPXSQXTnzZ"}	\\x03c2b3799d3f5c0aed1a5c8441458461b015c7d1a46bcc8d6a2cbbebe9b6f51f5e	2	1
019fa57b-ab88-757d-a38f-4f9c568200b4	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754266+00	AVAILABLE	\\x23fb8abae12eb8d362df8cf5214b627657b30f49eb0dee8a21a59fdcd3a4a9c1	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhQosclfHElExmsqXUNK7AkKnnSUh5Y+RumivHG8tMxf", "0000000000000000000000000000000000000000000000000000000000000002": "AlQVVEMApKYepc3CseNUu6+u/yZQFN7sGIPkAw9lmsoM", "0000000000000000000000000000000000000000000000000000000000000003": "A0upOV7QcZ6Qu71TD7yw9FZ1mpxEIf+D6ym4XXVVxrc7"}	\\x036026a22f4ddfcdda16e85e1d2c9f253b0aca6ff024c1c63ca1947f1377ef72dc	2	1
019fa57b-ab88-757d-a38f-4f9c568200b5	2026-07-27 21:29:33.754266+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\x40666689c69fc67bc5c758ff9cc89922a9a5618aa43d3899fbf859a44d81a36e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Anfb8yWOkHZVteq/MrizSKR57cZI9s4NIrtjb7LgJW76", "0000000000000000000000000000000000000000000000000000000000000002": "AzKfe+uNrcVgLdIKZFW9uhUvJHK/We/+YGBO6vr/msu2", "0000000000000000000000000000000000000000000000000000000000000003": "AnTi5tHe3Pkbba0UY+4VfGbeYtv1M2fai4bft6e2tLce"}	\\x0311f2ea9149db1fa9f28e3b4444961380bc28aed8ac85922187260ec000ea2e88	2	1
019fa57b-ab88-757d-a38f-4f9c568200b6	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\xb15b6c0c8c0eca46c8efac7c06cb7f4b471e1adc0079bc9d463e2bd73a6ca69f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A/jKBbiSzjUV8dCe97JGAgZJruawBZQDDR3HAnyfR0/p", "0000000000000000000000000000000000000000000000000000000000000002": "A9120ri5Qtg7g3l35iUzxlHZNT1tXLjDRUWSWIIy6zK6", "0000000000000000000000000000000000000000000000000000000000000003": "A4tfz8zMJBXk4LlaHh8WOHm5aswijPnBeIBWaYtmeFcs"}	\\x036428e7761eee47369bf16479e2aba18c37df17b3abb26da1098a5fb73696a557	2	1
019fa57b-ab88-757d-a38f-4f9c568200b7	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\x692f03a4c3c83c6d1e3cee71776fbccc0662efe906a44c38a688a8ee2d50fc15	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A5meXrgalS0CMjzrsAzb4YVVcnmrwMi/6L2q6xxQ/EPU", "0000000000000000000000000000000000000000000000000000000000000002": "A6Mk0sdlYaysWBu64AgvP/Wh62l5EVDJ2xcG7aNShhef", "0000000000000000000000000000000000000000000000000000000000000003": "A8025H0Dps0/lMPxWXcGWxBeIiMc5zJY3Kb5BET0gP/c"}	\\x031c213cbdc4551130b43e5863204aa2c229d11c5f437e4e075481b4b75c394bd0	2	1
019fa57b-ab88-757d-a38f-4f9c568200b8	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\x37609876544e3a41dc78d1f9c14b55b8cdc4725b620ccf37beef023d2f916665	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AqefsvDpbwTfGi38jHAQgykK1oTCfgY5x1W6+yzMvHD/", "0000000000000000000000000000000000000000000000000000000000000002": "Ahbw1Kq1cxyM/R3wFAFdt6xBh/NrkwZyp9ZVosUtFzTT", "0000000000000000000000000000000000000000000000000000000000000003": "AzV8OiuK+ByGHwTvsc/5KG+UVusGEObXoiWUJDyzq/uW"}	\\x033e10dafcda7bdec5e22ec9fac93c8f5b161c05447f1c9540ff8333af156fe16b	2	1
019fa57b-ab88-757d-a38f-4f9c568200b9	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\xdd3ffc46b905f1352ed81a11305ccdc46c4fa9780aae40744f606745f834e1e9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AxFB/QUA7FuABoP3OH5R8022czLVLoTXpiQehtcNeqAb", "0000000000000000000000000000000000000000000000000000000000000002": "AxFL4wj8XzA/pBbg1KypUTXFkwBjpdOcPMd05+aRK7kx", "0000000000000000000000000000000000000000000000000000000000000003": "Ax66wXrk/0cTuWIWNP7VB7rY9/Ps6TQcrdrm1uJ+ikve"}	\\x0303d4f629beadfdfa8bf8d3a4d2ba07cfb411384c24ec54a06b1ae0b6a1f26e54	2	1
019fa57b-ab88-757d-a38f-4f9c568200ba	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\x053fac79cf702fa1fac6cce07e3c12298d8bfa0cf3d26006f6eb7891ade60469	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AvEwNAVz3LpQSh9BuzvE1NLg+w5wPmL9IllOnqC4IGTs", "0000000000000000000000000000000000000000000000000000000000000002": "A0KDpzXHiwyRcE4DX41vatxYNHiojw/haJPy6XORud+/", "0000000000000000000000000000000000000000000000000000000000000003": "AipX73BKS5xL4TLyg8zAHsIXgovVJtluowWnpLcVQJcR"}	\\x027aa82176ac5e139b4e15e8effc5f8cbf39e52d3481758450eb6a8ca6af31051b	2	1
019fa57b-ab88-757d-a38f-4f9c568200bb	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\x101b650604d88295057f8ed73f35bddda1b014cbcf1417b446a5b50f7b84583c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgzoX2810siLPDH1EHUfODUn5qJSOrWLjPYRr+CAcZI+", "0000000000000000000000000000000000000000000000000000000000000002": "A8wVTPhWR/Q6wZKYxvkCkaEdoMBU8Iynzj0bXy8yjBHW", "0000000000000000000000000000000000000000000000000000000000000003": "AwjxukyBymMqbgrLHxFPea3erG89ddsPZL1HoCV6HgHK"}	\\x031d7eb9bd87b3b2627c9fd398e7a2aa181f9022fbab09d4b878317b089207a562	2	1
019fa57b-ab88-757d-a38f-4f9c568200bc	2026-07-27 21:29:33.754267+00	2026-07-27 21:29:33.754267+00	AVAILABLE	\\x791b3cf1dbf24b1e496fa1a7277bc197a3ff82c6a1f0f50dcac7d57b0dfdd698	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApsI5xE1+jD3q1wPc3IM70NwiDBcRwKNJfHWfA85y1lf", "0000000000000000000000000000000000000000000000000000000000000002": "AzXd/Vmk1A+uU+ILfzJ2ipIN/04pQEWF5A0XD1FzMbH8", "0000000000000000000000000000000000000000000000000000000000000003": "A9Gp03TZOuXEvtFBzXfTzUNdfmzTG0vNlxVYkdYNfcyr"}	\\x02a93fbfd53af530d9c9b982001744fbf0b2e60128592ba139b24fe758befa7ab8	2	1
019fa57b-ab88-757d-a38f-4f9c568200bd	2026-07-27 21:29:33.754268+00	2026-07-27 21:29:33.754268+00	AVAILABLE	\\x603fddfecb11204ba230180f7991c5444f8cc24ca7219fd3d4acdeec9849e6d4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ay6jatuP3Kg9lVtH6zlQWBAv/EnvvKCsQAw6e3hGEn8R", "0000000000000000000000000000000000000000000000000000000000000002": "A5DkY2EOb+wkTTbWmsOrlS1WVC5U+qgrjHHlRIGAlb3O", "0000000000000000000000000000000000000000000000000000000000000003": "AvjEbyEQSKeC38jm11HKQNJq85WR+DAZpwAHwayE8mrd"}	\\x031afd029347507d45ff15def83933ff81516610fd00fb0a4bddd982168d418c18	2	1
019fa57b-ab88-757d-a38f-4f9c568200be	2026-07-27 21:29:33.754268+00	2026-07-27 21:29:33.754268+00	AVAILABLE	\\x057a4d9a1a4b598703278ecdd5e857e88449afa134de40cfbbf050e1702dec66	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "At5Nnbpk1AM3wTk0GAcsB0+//D5OsbojZ83Y5XCESgsf", "0000000000000000000000000000000000000000000000000000000000000002": "A95sCwukawfKUuC5MBPTvJ6xlkwB6k2MWCxOKcQPOVKK", "0000000000000000000000000000000000000000000000000000000000000003": "Arjf+HfKO1hEwLyplk1A3krShA+oGjiJwd7gOWx3bu/T"}	\\x036e25e274877ad8c018ea1d87bb773c838e8e1fbffae990add06df4f6f8f10645	2	1
019fa57b-ab88-757d-a38f-4f9c568200bf	2026-07-27 21:29:33.754268+00	2026-07-27 21:29:33.754268+00	AVAILABLE	\\xda4bc4511f1495929f7ffd61de64886cc1f9afd09ac0259fdd076ea647ce9984	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A88dN3Pq6sPMZRoxNUsh24q9m6XLQG7FVTb8CL1K5CJl", "0000000000000000000000000000000000000000000000000000000000000002": "A9O38uJNFdLBXSrj0mv/gyJnG1gtCSX5femQN/6c41bU", "0000000000000000000000000000000000000000000000000000000000000003": "Al/APpQNhev7p4ddv3DV9a19ZgjJplYWEI5pAP64aDqR"}	\\x0299d318928ff1c61fa6e0213ffb7500a8af87151974e846ad44889d6e8b80dc45	2	1
