019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.680288+00	2026-07-27 21:29:33.680288+00	AVAILABLE	\\x19d545af41452c06febe786208b4760a04fead99a4c2b6f01d952d2e8497dee9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab88-757d-a38f-4f9c5682008b	2026-07-27 21:29:33.758047+00	2026-07-27 21:29:33.758047+00	AVAILABLE	\\x7af1cb7727c71e662bb8362b095cfa259ae7e9f6c22ad78db7812a9a3d25a4ce	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Az1T3DAeWjk4VJhKwbpBjP9a0dp3cqNVUUvsBu5oRHlY", "0000000000000000000000000000000000000000000000000000000000000002": "Aupmr6Qhjb8TIFu8hbBywy2OMI/oTGk71KejsfuLfsW5", "0000000000000000000000000000000000000000000000000000000000000003": "AkFlhqbdjDXMlz6MCyTRBilDJntv42C/wUQ68Hnf0wAS"}	\\x03e78bf59cea28111fbc52231ad7123bcbabd5d60c609d03d8a686f1aef30521e3	2	1
019fa57b-ab88-757d-a38f-4f9c5682008c	2026-07-27 21:29:33.758047+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\xa52bda447a035c37fb8595bc588b0059788ddc3d3035a9f92f4a732af59f989f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApwmjrLLBn9RKPVln9EfxG8AjPQS/kMelZyVBG1Mw/W3", "0000000000000000000000000000000000000000000000000000000000000002": "AnAitqLAaREZu4s/KcJSg3X1NXvhMbjKsddnI7BslIWY", "0000000000000000000000000000000000000000000000000000000000000003": "AybPKKN6uoU9G8pvca5rVw8/qGN0Ow1RFsE/469/vYkt"}	\\x03f3f674754bfcb73f0a00e5ce6d6031cad994d14be83459b73aced333b3f9ec00	2	1
019fa57b-ab88-757d-a38f-4f9c5682008d	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\x780a1fdc83729e7bd82480b0fccb27d06b798f44c2926cc29160d9f771289ad7	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2ct0TGIhRWdV59WLU6zjfY6kBhQM4nekVjgS/UKse4C", "0000000000000000000000000000000000000000000000000000000000000002": "AnTnTIEM2FoL3Bq/CAvVQeGhabbYGWkl3b6IQWshtfCO", "0000000000000000000000000000000000000000000000000000000000000003": "Av1koO2girIgs+4+tWhFEZRyx4B+5qVXaZHAlyfJ2yuL"}	\\x039b3019e29dadaaead0d776dceae601108eed989d099e61d0ffa93dbd0215e31a	2	1
019fa57b-ab88-757d-a38f-4f9c5682008e	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\xae3f4de5a8c0fdd4fe1c2e419acff96d6ed2c782f1a6c85263073109d485a634	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7yqS2+hkBu6tnfrPEwbWetuRldp/rZcWvM1o5eZ/pir", "0000000000000000000000000000000000000000000000000000000000000002": "A1ULRtFU6B8bHGCHEHHHvoFXjEY3YhPK0NjYTN4Imgue", "0000000000000000000000000000000000000000000000000000000000000003": "ApISc/wzTcEafOxFThXsstO+dpi1JiNVzJpnSrpuHBWM"}	\\x03312c313055d0478e583b429c5032c9f68cb0501bbe3b3bfd100c688104e8d6a1	2	1
019fa57b-ab88-757d-a38f-4f9c5682008f	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\xb79f2c66f0265588ee86da2abf828697328b79d1304936707ce5143807dd4984	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1qFTclX4xou7gI+oPLEJcnDFV2N3JCsquHnIWSJ7abo", "0000000000000000000000000000000000000000000000000000000000000002": "AkNv9fmHZbJNnW9GRQUrPk9dVtfwZuwjWCbKsg4g8d/O", "0000000000000000000000000000000000000000000000000000000000000003": "Apsx0q2NsDpC4NwwU95jrCdWyWhrPIfK6vKZqfMNrlKX"}	\\x037b2c9f5f3e3b0763882a7646b8f79d84cbb723ba42479ad6fc8a8fa4ef5b9b57	2	1
019fa57b-ab88-757d-a38f-4f9c56820090	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\x3338c9cd98850a6db6074f6c3c55683697766413d1ccf5bb93a1fe737f567636	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgV6+SvDDLh+7o0olcLjIb2wllvDG5yUcZytFoPpjo6x", "0000000000000000000000000000000000000000000000000000000000000002": "AyucRyD5B6aJW3114dBJYzsmOliuc6SnNxx7hXcANvRV", "0000000000000000000000000000000000000000000000000000000000000003": "A0ELv9Inni7xOAO4n4wRQBEu+2IiDNAvLi+geUXZ7GZ3"}	\\x02ab0962fa411d6def835496d395987ea9830e29d001513cf6032dba6278f26529	2	1
019fa57b-ab88-757d-a38f-4f9c56820091	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\x95dbd581002b0b9312c4cd0d580409b5603062f871b3d1364d6f241342a5452b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A67QyaazBIHERLKKvV5M86pebWikxzxBZvlQ2CKDRIUQ", "0000000000000000000000000000000000000000000000000000000000000002": "AsK4UUUSSiqjh+TT1DJb+Bn7+axn0CevBuN49Xi09aR8", "0000000000000000000000000000000000000000000000000000000000000003": "AzqWSUNSAjdoEiiZptVkGoUXYVdpP2cmBFZtVUHadh97"}	\\x02f86bbd189a8880bc84318cecf9a97c5370861e95beef782d7fdcea98b4be43c7	2	1
019fa57b-ab88-757d-a38f-4f9c56820092	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\x529d386d53e802bf42d3419ef4d7058b527ae50d1a2deb23fd7be673d4fc172d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnA3YrnwGaFTffjJ6AxvMaP0favh0c2OrZhNrfThqezE", "0000000000000000000000000000000000000000000000000000000000000002": "A5q4iDxS7GkoegB2jNEM7KPnppb2WDDEUV1s1W8rjMIe", "0000000000000000000000000000000000000000000000000000000000000003": "AjnE+V5q0ND4EP9ptlJNCELGmns0GnFeAaniOevx6xu4"}	\\x0306f746d69e1b6188b6f78c04a0c1c1189d849909efd69c5131e1b18b419997ef	2	1
019fa57b-ab88-757d-a38f-4f9c56820093	2026-07-27 21:29:33.758048+00	2026-07-27 21:29:33.758048+00	AVAILABLE	\\xbeb71d824e92784b5e6344f022647cb37659abd1967957bcf57fb342d1402ff3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Atq36e1ijL5bo2xSwab9kIN+bOH0uNwkxySF2o75psCf", "0000000000000000000000000000000000000000000000000000000000000002": "AnKqFxsEIR7o2OwungUqiXLOklPUHbaMZrGue3vDuiSr", "0000000000000000000000000000000000000000000000000000000000000003": "AkYFi+uxNwt5Yu5j/ilh/RMOOI4nDvBpQW2W9rvzJo4P"}	\\x0321f861962ac674c440b5bd7c80d45919fa0eb705f4b3a965a68f4a26c5988c24	2	1
019fa57b-ab88-757d-a38f-4f9c56820094	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\x91f12a42ca87e96e43984508bbe812a0ca1364ab47833dd1029697eb59298213	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A15JIOzNQgugedttTQT2c72EVehoJ+yLxuYXAiO4Q3vD", "0000000000000000000000000000000000000000000000000000000000000002": "AsTlFg3dRIiKTKNIN/Eql64uphHQwAXWEuhlW5b0wF5Z", "0000000000000000000000000000000000000000000000000000000000000003": "An1XRDeow64AgJTby45z6VioMOHX3m16pNCQ/r6oUS9v"}	\\x0322ba1a622959999739660b2e654cf4c597e94a1e4c8416409b10ea3a7579e093	2	1
019fa57b-ab88-757d-a38f-4f9c56820095	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\xd8997b6aefb733daec261ffd6b4a17d72a9b0c638bc0814393563174d7a9dddf	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkMvEhRWTcd5hsWWyGrGdfZGX5QoJtJJx1n0SF9Kw80b", "0000000000000000000000000000000000000000000000000000000000000002": "A64DaiiHQ5ATuD7MhulTeerYb4tbJfSCOyvQDiMU0wOr", "0000000000000000000000000000000000000000000000000000000000000003": "A2RDv1iINOSWXB8/iNVtG8Gr+eG3P1z7DaJ7cxceMwgO"}	\\x03fb5474191a24bc406eaf7902b6ff919c8beea591e19f2a7e552a2a409f17ab71	2	1
019fa57b-ab88-757d-a38f-4f9c56820096	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\x05941d4ec946316712892a6db9ef8d8b5037e3478a625cd7cc8f719c7025e85d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoHUiwRRDXYyNKPH+yemWTGLH/JKbPVFy92HWuBkL3OE", "0000000000000000000000000000000000000000000000000000000000000002": "AtZViXtjafcuvn6DRhVLVxS7+RnR1Wti1vxfbwJMgXyI", "0000000000000000000000000000000000000000000000000000000000000003": "A73JsFtmBtbwpEpVUbZeXgkRM52wwVRP45MsLPKYUFf4"}	\\x02205bc9def3f7acc6ddc90025d4987982c3a28df7e753d8f2d3fc4f1c8d7e8e4d	2	1
019fa57b-ab88-757d-a38f-4f9c56820097	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\xad95b69dcd7203f5bec07ded78c55ed0df9a373d43b9f5a2482b14989341abf2	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+ebYqrp2pf8Sm8OZJ8BTgHDxFFOgl9fGWN+gVqkLWB9", "0000000000000000000000000000000000000000000000000000000000000002": "As/HjcxaKQuc/BKZqCnhrHg0LLYcHmxFZblkWJ7ue9wW", "0000000000000000000000000000000000000000000000000000000000000003": "AqyUzsMhjbOUfY7dZA9LFKKYdXUygroJHjO9wSSnu48f"}	\\x03f099bdbd15a48472fca24ac066d0833cfc6a4e44ab7d94d19b3cc7355e6f3bc1	2	1
019fa57b-ab88-757d-a38f-4f9c56820098	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\xfb668157d2ad6335e8676ddb27d60571c1c53f0dffbcd4ac1a86e7e729df75e7	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AopQu81JZyZoaaEPXVX0+PwpFsuRpTBYPV4cgB3s+xCR", "0000000000000000000000000000000000000000000000000000000000000002": "AxMZoUTEdss1LejqdlxSCzPPUEA1lTkX9eW7dg2VLlxc", "0000000000000000000000000000000000000000000000000000000000000003": "A8UwNZH3xzUzIzrwbav0plKgvmOTb9sYTr+W6cxfWZo2"}	\\x02bce2c237628a6558716955d0ddaa4530bbf108463b9026be7b672c076ed183d5	2	1
019fa57b-ab88-757d-a38f-4f9c56820099	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\x8969ce2ae21121ccaf2bd51f70f678203413322a2a853a4e7fd3c5068743e12a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Alewt2af/BKLI/bmgSfky/o63evb1dfPy899V4n8t0+B", "0000000000000000000000000000000000000000000000000000000000000002": "AzhvpOR2g+MSfNUbr91kZVd4KVixZneaYx1ia8fE/bdB", "0000000000000000000000000000000000000000000000000000000000000003": "Ayc4/w/piyo5jUgeFqHIXc3OuHWaTs32cW835qvIPCJu"}	\\x031c7409dcc59465fe1346b1bf9df9980a7357a1cdc23f81ca1a9b0a0e548e7566	2	1
019fa57b-ab88-757d-a38f-4f9c5682009a	2026-07-27 21:29:33.758049+00	2026-07-27 21:29:33.758049+00	AVAILABLE	\\x83142fdcb9f7b7673e62b9cb4e4683f4599edbb2a5eac06cf403f8beb0f67717	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ah02V/3LFa6GDoAEiJgQFbqmGxLNRW7MgtMRsmrnvQ8b", "0000000000000000000000000000000000000000000000000000000000000002": "Ap8Fi1GpEBrIVTYpoBY/zL/8VNfrYdwXSqSAN3ZceLGq", "0000000000000000000000000000000000000000000000000000000000000003": "A0NGkWzmlDLbr5J+fy8eC9r1ZWjlFAF0wyrxHdoCmvA1"}	\\x039362e0189ea885692b89b0f57db99c2d005bf9f6aaf15487d53250742e90fd43	2	1
019fa57b-ab88-757d-a38f-4f9c5682009b	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\x08a1b1b3a7fa5fb575c88417477f2ff87fccb6aad7462f00f069fa8c998703c0	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhmWL+HfPLIbBg5VBc4qZyD/DnSPCIDnyZQE6YcOWXi2", "0000000000000000000000000000000000000000000000000000000000000002": "AyZCKNqQ2DJSRKiyQnTByFYouhrFhfBF9TuUQkYSYGmr", "0000000000000000000000000000000000000000000000000000000000000003": "AmeR2gUF46aPpg7Pz8VC4v6Y4p402M8B3akTpjj1XlGU"}	\\x03eaf30e3d796e840119fe41ed4f22bd208d4d90605d26bc786c8bc36fc7815e8a	2	1
019fa57b-ab88-757d-a38f-4f9c5682009c	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\xec72f72ffdfbb385d91240cb69660cc4542f49f45e153a8acfe0e32fc12ed3f3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoCzj/HfVNTz0UWJmFUwP8vhtlxIja+TNI1zwXSpFwRo", "0000000000000000000000000000000000000000000000000000000000000002": "A3RGSXUQYhCLyUUyLwnVQH3LGk3NGybAZaTSctyI7r9U", "0000000000000000000000000000000000000000000000000000000000000003": "AmuvY673dWVuwcIE0P7iuEHofPIBpOJwrGH5HoBg6Pin"}	\\x0297e2132dcabf58c4be167b28bdc3e2673ed44f0e79345b4924cc616289a3eb16	2	1
019fa57b-ab88-757d-a38f-4f9c5682009d	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\x284d8ad296922d676155f493099b1f69316644a2de79f20c410f519423e81ed8	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2tM3Sf5D9cjrH5LgKR+qHzY2pff2g/4Z5o6ZqN/Lozy", "0000000000000000000000000000000000000000000000000000000000000002": "A3p0ALjCldqOA7wkNSkj202EXoZveh3DmMXM7+6jypeL", "0000000000000000000000000000000000000000000000000000000000000003": "AjGcuehOqnsrA/F7gzodcBJYFmuN83waeAWwmCBGsZyT"}	\\x025d2aa64c49d4efc4944669b05a5681890bff4b3221d7b2a315a35e6efd1cc86a	2	1
019fa57b-ab88-757d-a38f-4f9c5682009e	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\xa977250b2215d6cfcd7ed06006c4e096d8d01a1ea5c3971933337b24f50400ed	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AjHrAGAjBT53gfP+y0qbSRNXZa5Nb7YD5PIKig+GGVTe", "0000000000000000000000000000000000000000000000000000000000000002": "A5GldErGIfZcaLa6VYZI7vNRMTWQT4a/BFHevVb5g0Rh", "0000000000000000000000000000000000000000000000000000000000000003": "A3S9Qxlaxx6CAU7Tr1A5isEtLMwTfoJdutXnHZ/F9i3l"}	\\x0238d5354d47d2e444665c4ee474c30c67fc1fa94f69eefd7945746199c4e58686	2	1
019fa57b-ab88-757d-a38f-4f9c5682009f	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\x0c80ee6d168ed33bbc7f662c166301bfc8186285051e4517f1443c355eb7cbcc	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgVjpmHN7Koj5q3JatqKsOVL7nNksmKG1/wL7cS1Vxzm", "0000000000000000000000000000000000000000000000000000000000000002": "AlcUJFx+kLi4E9a27II2Wvy9hc/GW/gJLWhdhvmUci3l", "0000000000000000000000000000000000000000000000000000000000000003": "AtcZUznjhnKsDO5Gg0/NvqjsJMNCykk1I9dPZlIoJWAH"}	\\x024caf12369d8bf624c6f3630f116a76d30118bf9ff66ebcf28bebe5dab995ae5d	2	1
019fa57b-ab88-757d-a38f-4f9c568200a0	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\x6ed947a39fcf0e9db12dda5fe744e24e18eeb5cf2d5f8e74793ec2cba86bd47e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Al4aVsmKEzYfgQ3nYOEn8EqriVqgpUeN7RyM9iyP88K9", "0000000000000000000000000000000000000000000000000000000000000002": "A6Exuro9Xd6KVWGT7HRqA2/Z+xCDrTZmsNIXzSRH8OZd", "0000000000000000000000000000000000000000000000000000000000000003": "Aq1XesdsMMhR2PjTbTc9b4J+nDRbOM6CGj8RV2b1LQCx"}	\\x02bca2caf2d6005ddf6c62ffaaf1106df5469df5987a3e7374b0d1fcabdf73885b	2	1
019fa57b-ab88-757d-a38f-4f9c568200a1	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.75805+00	AVAILABLE	\\x818b92aa2d6f557b6f33b0798341b455614bccea4cbe29fb399c4ff679814d73	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AoPBV/wvLQl3Nj24lQbX3r2FCigWjzznaFmRG402yhcW", "0000000000000000000000000000000000000000000000000000000000000002": "AzcFi2XyTGn4ltNh/o+iOFI8Jz7jgalW+jlufz7o7Dtn", "0000000000000000000000000000000000000000000000000000000000000003": "Au2vgDp1dA8Ctgd0Sf17nVkUrZAA/DuuhFPv9E/JBKYk"}	\\x034183550d3dd42575a47ede79e3f45da029337337a92cf95ac3f3d8af6a951fb2	2	1
019fa57b-ab88-757d-a38f-4f9c568200a2	2026-07-27 21:29:33.75805+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\x92cefcd3d6ac487d2a4e0c145d29a3ca2b9366e1aad58d4e1d35714bb12707a2	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsKRzMFxU7zdnL463NP3AEiQsnZayU1J/XBpVFf7G2y4", "0000000000000000000000000000000000000000000000000000000000000002": "AxjaqTouLi1Vb7yut7ipyNfRU/1yWbBau9pEpfzn4Tno", "0000000000000000000000000000000000000000000000000000000000000003": "A3GUfLW3lkYv754ehzyE/NSjwjT2khE7hvHPqjiIZRI6"}	\\x03057544639f33e9a76f5dd9ea12c21a57aceba7b8e51d32543b2dcc41e63d2aad	2	1
019fa57b-ab88-757d-a38f-4f9c568200a3	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\x3ef7964544d3b54127994591d5c46c03535eb519c535b00aad0d958cd1e36010	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgdrHLMd1uZURLqkFgntdN63rXh0egX4HzP1hw69E95e", "0000000000000000000000000000000000000000000000000000000000000002": "ArEMd8hEyplYzKRdLyXWZP3iytant6Bivxks2Ku4rolr", "0000000000000000000000000000000000000000000000000000000000000003": "A5N1yvENtSk8D7TwhgPdTq77hBA26eTbsMpewfXcL3AW"}	\\x027cdff0ec65b53db870ad0d065ee3e4ca0cdaa21aad5a3a9a4c1578fff917c78d	2	1
019fa57b-ab88-757d-a38f-4f9c568200a4	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\xbb4ee8b4882ea71e4274bbd602cdb5237cf9f896485b9ca12abe25ad1107e885	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A6HkisBNSWJg41ab6f/gL4DtcwFTV7P6Uesr4xRmQn3u", "0000000000000000000000000000000000000000000000000000000000000002": "A7hmcKbdSw2LcVXrozqnzo6Q6U2LzXFfjJh4qdJUl4Tj", "0000000000000000000000000000000000000000000000000000000000000003": "Ag/QNSVHqnHUwacSoMZQ0tjxSjYqueqH9kmhimV0oFQR"}	\\x027b493e87122d1bcb4e7ef7c654ba0aa83af5ae6c4fdcb9f4062afb663f5706d1	2	1
019fa57b-ab88-757d-a38f-4f9c568200a5	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\xd550e5f0db80f3c11bd7657b256988f0386d0ca23917787e8d4e399fae3c5a0a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Apb/BVodXa27sAYn3usg04ofXAlfiBSGl/rWgaykVPGk", "0000000000000000000000000000000000000000000000000000000000000002": "A3fqVDktewWjuuMDMGlWHQpeDaP5JwWpIuaGHmsoa/a2", "0000000000000000000000000000000000000000000000000000000000000003": "A67aCpwDXP0UvHOt0tOLb7rU/xbdW4xdyMC0p1YyJ1XC"}	\\x02e5ef0dc86f70d8395906970c757786ad3d329810bf01cee5799337d3d0f84c8d	2	1
019fa57b-ab88-757d-a38f-4f9c568200a6	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\xf75b7f290ffe7bc28e847255039b1d5d8cce61b811ee4207fbc5667f7768bd75	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkLpvFyEFjibFS9wtOQsLg3moXejH23HIdkoMShAk8eC", "0000000000000000000000000000000000000000000000000000000000000002": "A9cQhaunlN6aVStmwYPVTTIrhM2Rs+N5SMg4QOn6SIWN", "0000000000000000000000000000000000000000000000000000000000000003": "Aw1whSNSbe6/yVuNAvM9RlYC1SGEueWubcmBLlT432XS"}	\\x039c0dc31a5bf454d7faccf16ac2fb8b858c37bf0821562b3c737368313121d369	2	1
019fa57b-ab88-757d-a38f-4f9c568200a7	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\xd6e92ff686e5e6845f7194e50381090feb3c3a29762c23524d4b147a514911f2	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AlYdWLJD8J2vm6AbO6b9PssTARvB9oVzmUoDbGUW+UZj", "0000000000000000000000000000000000000000000000000000000000000002": "A18hWf24ue3r+d+et7VV50RKZPVneHf6MTluwnZqMJGF", "0000000000000000000000000000000000000000000000000000000000000003": "A3CpAeVK/esYH99hotnjuFbm2L0r7My2XDkGINJ9o5k/"}	\\x0353b705305c972184d350c5149b2192d4e8b7949b5b6545578626c526cf40c9e8	2	1
019fa57b-ab88-757d-a38f-4f9c568200a8	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758051+00	AVAILABLE	\\xc0120e8b190b40642fc38e6dfa5e00cdc0bc81dc335066b9c2dfc09f4dd189b5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A6rM7CnlY4DGXIpQ9iG4bF9RXbm/qKtF4x/WzlF3oqka", "0000000000000000000000000000000000000000000000000000000000000002": "AvwFJVcV54X8+Wx6rcOsbxQ0G5+q17CYX4d4tccLTxfS", "0000000000000000000000000000000000000000000000000000000000000003": "AiEzRysrfbUvMIAZmJhvB2kYtqbr87KLdxhgJ/6Qv9bD"}	\\x03dfb2b08b32ef99f17df955feeaacb1368fdf5b998e475adcb839f85493610f61	2	1
019fa57b-ab88-757d-a38f-4f9c568200a9	2026-07-27 21:29:33.758051+00	2026-07-27 21:29:33.758052+00	AVAILABLE	\\xb5a52911d9c8fb4688f3716cd002c127459fb6b2644fbfb590639f022ec82366	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Amnnpi2chds4EWwKykJWDtc/d6LdMnGKY+Ce6gf3Mses", "0000000000000000000000000000000000000000000000000000000000000002": "A90RlZt57P6j3zAMUv6cBK4LlhZQwti0VEmb1CpwhjLr", "0000000000000000000000000000000000000000000000000000000000000003": "AtUOC22saxndKdTvOTs3IDOdJ8zC9kmen1jNBmLoPctb"}	\\x0204e3e1020f84a5941cded6bebec6ba2745da635ecf7312bc8d185940e697eec5	2	1
019fa57b-ab88-757d-a38f-4f9c568200aa	2026-07-27 21:29:33.758052+00	2026-07-27 21:29:33.758052+00	AVAILABLE	\\x8efb3bc63f0ce2c3f27aa91bf20e96022e7d46892f126dd18b195aacacb26c67	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnUF9pMLMGfeiGlEKpg7Mg12c5mlX5r7wvHmxR7wRyan", "0000000000000000000000000000000000000000000000000000000000000002": "A+K/hJgbLU2jxfzjxMmaVXTwzEyl6TQEXT+NairBdOPf", "0000000000000000000000000000000000000000000000000000000000000003": "ApfdM3ixxJSnAB8VjDDIvolvbO4ECTsH0AJS6vYccBfE"}	\\x0313f44ad6c1a22dd865e034e50e6ef648b03efba85d7e28c8086bd6a101cddf15	2	1
019fa57b-ab88-757d-a38f-4f9c568200ab	2026-07-27 21:29:33.758052+00	2026-07-27 21:29:33.758052+00	AVAILABLE	\\x377f09f01eac0d85ced1d3469d23e595da9c09c0aad3e9e63c4ca644182c9425	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ap04/99ZmVR1IeKQYRnC/JMW8ge+VUHvivGLjz+LC3fV", "0000000000000000000000000000000000000000000000000000000000000002": "A8rZzYuTyBCJjk5x3/ZvPVb/3m+hTSVZS1lOvitUYioC", "0000000000000000000000000000000000000000000000000000000000000003": "A84vVT7sNG/2e1KbrVKAOzaCALDZ9higa3FjzGfWKTdK"}	\\x0397fe3706c614629888320fd690c1f7b0b8ae721cb73578e7a18734479c65d5b2	2	1
019fa57b-ab88-757d-a38f-4f9c568200ac	2026-07-27 21:29:33.758052+00	2026-07-27 21:29:33.758052+00	AVAILABLE	\\xdf365ff2c2007d1511d96172a1e2d6a70fed745362744bc3bdf2b864092e007a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApPLrcH/bPiO5VLztRcizuVp/Ey0fgUdNd1rChgVb8Ne", "0000000000000000000000000000000000000000000000000000000000000002": "AjSbCIRzxwe357gvnDuw1V4IC7lPJZtES83+hUB5iwCk", "0000000000000000000000000000000000000000000000000000000000000003": "Ai0jK7HOPo8mXFWueN0DhdTJeTE02H962Ad6xS3g81UB"}	\\x03e6635dfc5ae4b52cb109853db7c788748df8090b8b1546465b135e52005a8b41	2	1
019fa57b-ab88-757d-a38f-4f9c568200ad	2026-07-27 21:29:33.758052+00	2026-07-27 21:29:33.758052+00	AVAILABLE	\\x6d2b74864f9ff35b706db3ca7541f2312d9d43da1f4f4b2feffff380ee62c169	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AyjXZ5fxnSdI9Rfqmaibyo04dJsIDvZiXRrhCYtrXz9+", "0000000000000000000000000000000000000000000000000000000000000002": "A8Oa8CBcfEZjLCtiaIV1h4Cml0zc7SEoGFHbddxfeVpm", "0000000000000000000000000000000000000000000000000000000000000003": "ArMvJP+TSBgE9x52mQqxyaTtl/dy+lkrM5hnjP9Yl9d2"}	\\x0359b6b0b3d63e883e88416e31543057974c23401dd7bd8025a31bc41ddd4c3d53	2	1
019fa57b-ab88-757d-a38f-4f9c568200ae	2026-07-27 21:29:33.758052+00	2026-07-27 21:29:33.758052+00	AVAILABLE	\\x74d48127ae80a42b663d86b93bc2dccd5d3caeb26ee6feb9c71ff4c89133ec60	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AmU6bN+iiKFY62ory/xADEnG+AsImP4Ilc585ExCfcVo", "0000000000000000000000000000000000000000000000000000000000000002": "AtATq09ZbR1hyPWiB05/uGB3Mafr2rMSHRQSQuZWY4gj", "0000000000000000000000000000000000000000000000000000000000000003": "A2puoZJcindpSpZW23OqjSDbDTi14t+LAlXi1NTehqOW"}	\\x03004726806023c32add1dd4a8a8a83d584e25fa0782fba9c6a3b3e5931d171bad	2	1
